cidade,equipamento,existentes,emUsoSUS,emUso,existentesSUS
350600,Equipo Odontologico,503,310,494,312
350600,Compressor Odontologico,159,53,149,55
350600,Fotopolimerizador,177,53,170,56
350600,Caneta de Alta Rotacao,274,61,245,68
350600,Caneta de Baixa Rotacao,228,53,213,58
350600,Amalgamador,137,61,127,62
350600,Aparelho de Profilaxia c/ Jato de Bicarbonato,105,18,103,19
350600,Bomba de Infusao,470,262,465,267
350600,Berço Aquecido,31,11,30,11
350600,Bilirrubinometro,2,1,2,1
350600,Desfibrilador,123,69,121,71
350600,Equipamento de Fototerapia,31,11,31,11
350600,Incubadora,56,28,56,28
350600,Marcapasso Temporario,22,7,18,11
350600,Monitor de ECG,289,162,285,166
350600,Monitor de Pressao Invasivo,30,12,30,12
350600,Monitor de Pressao Nao-Invasivo,302,145,297,150
350600,Reanimador Pulmonar/AMBU,398,245,385,258
350600,Respirador/Ventilador,197,110,176,131
350600,Eletrocardiografo,134,99,132,101
350600,Eletroencefalografo,16,6,15,6
350600,Endoscopio das Vias Respiratorias,15,11,15,11
350600,Endoscopio das Vias Urinarias,13,2,13,2
350600,Endoscopio Digestivo,17,2,16,2
350600,Equipamentos para Optometria,42,2,39,3
350600,Laparoscopio/Vídeo,32,2,32,2
350600,Microscopio Cirurgico,44,13,42,13
350600,CADEIRA OFTALMOLOGICA,9,4,9,4
350600,COLUNA OFTALMOLOGICA,9,4,9,4
350600,REFRATOR,9,4,9,4
350600,LENSOMETRO,6,2,6,2
350600,PROJETOR OU TABELA DE OPTOTIPOS,8,4,8,4
350600,RETINOSCOPIO,6,2,6,2
350600,OFTALMOSCOPIO,13,7,13,7
350600,CERATOMETRO,6,1,6,1
350600,TONOMETRO DE APLANACAO,9,4,9,4
350600,BIOMICROSCOPIO (LAMPADA DE FENDA),13,8,13,8
350600,Aparelho de Diatermia por Ultrassom/Ondas Curtas,76,21,73,21
350600,Aparelho de Eletroestimulacao,106,32,106,32
350600,Equipamentos de Aferese,22,16,22,16
350600,Equipamento de Circulacao Extracorporea,7,4,7,4
350600,Equipamento para Hemodialise,78,76,78,76
350600,Forno de Bier,13,5,11,7
350610,EMISSOES OTOACUSTICAS EVOCADAS TRANSIENTES,2,1,2,1
350610,AUDIOMETRO DE DOIS CANAIS,3,2,3,2
350610,IMITANCIOMETRO,2,1,2,1
350610,CABINE ACUSTICA,3,2,3,2
350610,SISTEMA DE CAMPO LIVRE,1,0,0,1
350610,SISTEMA COMPLETO DE REFORÇO VISUAL(VRA),1,0,0,1
350610,Mamografo com Comando Simples,2,1,2,1
350610,Raio X ate 100 mA,13,4,13,4
350610,Raio X de 100 a 500 mA,9,4,9,4
350610,Raio X Dentario,81,17,72,17
350610,Raio X com Fluoroscopia,3,1,3,1
350610,Ultrassom Doppler Colorido,4,1,4,1
350610,Ultrassom Ecografo,5,2,5,2
350610,Ultrassom Convencional,4,2,4,2
350610,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,1,1,1,1
350610,Controle Ambiental/Ar-condicionado Central,109,16,109,16
350610,Grupo Gerador,4,3,4,3
350610,Equipo Odontologico,119,30,119,30
350610,Compressor Odontologico,70,1,70,1
350610,Fotopolimerizador,70,1,70,1
350610,Caneta de Alta Rotacao,90,1,81,1
350610,Caneta de Baixa Rotacao,81,2,81,2
350610,Amalgamador,61,1,61,1
350610,Aparelho de Profilaxia c/ Jato de Bicarbonato,62,1,62,1
350610,Bomba de Infusao,46,29,46,29
350610,Berço Aquecido,11,9,11,9
350610,Debitometro,25,25,25,25
350610,Desfibrilador,20,11,20,11
350610,Equipamento de Fototerapia,5,3,5,3
350610,Incubadora,5,3,5,3
350610,Marcapasso Temporario,3,1,3,1
350610,Monitor de ECG,53,30,53,30
350610,Monitor de Pressao Invasivo,6,6,6,6
350610,Monitor de Pressao Nao-Invasivo,16,7,16,7
350610,Reanimador Pulmonar/AMBU,61,29,61,29
350610,Respirador/Ventilador,26,16,26,16
350610,Eletrocardiografo,20,11,19,11
350610,Eletroencefalografo,5,2,5,2
350610,Endoscopio Digestivo,10,1,10,1
350610,Equipamentos para Optometria,11,9,11,9
350610,Microscopio Cirurgico,11,1,11,1
350610,Aparelho de Diatermia por Ultrassom/Ondas Curtas,14,3,14,3
350610,Aparelho de Eletroestimulacao,14,4,14,4
350610,Equipamento para Hemodialise,28,25,25,28
350610,Forno de Bier,7,4,7,4
350620,Raio X Dentario,1,1,1,1
350620,Ultrassom Ecografo,1,1,1,1
350620,Equipo Odontologico,2,2,2,2
350620,Compressor Odontologico,2,2,2,2
350620,Amalgamador,2,2,2,2
350620,Eletrocardiografo,1,1,1,1
350620,Aparelho de Diatermia por Ultrassom/Ondas Curtas,2,2,2,2
350620,Aparelho de Eletroestimulacao,1,1,1,1
350620,Forno de Bier,1,1,1,1
350630,Raio X ate 100 mA,1,1,1,1
350630,Raio X de 100 a 500 mA,2,2,2,2
350630,Raio X Dentario,1,1,1,1
350630,Ultrassom Ecografo,2,2,2,2
350630,Equipo Odontologico,6,5,6,5
350630,Compressor Odontologico,4,3,4,3
350630,Fotopolimerizador,3,2,3,2
350630,Caneta de Alta Rotacao,5,3,4,4
350630,Caneta de Baixa Rotacao,4,3,4,3
350630,Amalgamador,4,3,4,3
350630,Aparelho de Profilaxia c/ Jato de Bicarbonato,3,2,3,2
350630,Berço Aquecido,2,2,2,2
350630,Desfibrilador,5,5,5,5
350630,Equipamento de Fototerapia,3,3,3,3
350630,Incubadora,3,3,3,3
350630,Monitor de ECG,5,5,5,5
350630,Reanimador Pulmonar/AMBU,10,10,10,10
350630,Respirador/Ventilador,2,2,2,2
350630,Eletrocardiografo,5,5,5,5
350630,Eletroencefalografo,1,1,1,1
350630,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
350630,Aparelho de Eletroestimulacao,2,1,2,1
350635,IMITANCIOMETRO,1,1,1,1
350635,CABINE ACUSTICA,1,1,1,1
350635,Mamografo com Comando Simples,2,1,2,1
350635,Mamografo com Estereotaxia,1,1,1,1
350635,Raio X ate 100 mA,1,1,1,1
350635,Raio X de 100 a 500 mA,4,1,4,1
350635,Raio X mais de 500mA,1,1,1,1
350635,Raio X Dentario,14,4,14,4
350635,Raio X para Densitometria Ossea,1,1,1,1
350635,Tomógrafo Computadorizado,1,1,1,1
350635,Ultrassom Doppler Colorido,4,1,4,1
350635,Ultrassom Ecografo,1,1,1,1
350635,Ultrassom Convencional,4,2,4,2
350635,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,3,2,3,2
350635,Equipo Odontologico,17,7,17,7
350635,Compressor Odontologico,4,1,4,1
350635,Fotopolimerizador,9,1,8,1
350635,Amalgamador,6,4,5,4
350635,Bomba de Infusao,4,1,4,1
350635,Berço Aquecido,3,3,3,3
350635,Desfibrilador,11,5,11,5
350635,Equipamento de Fototerapia,2,2,2,2
350635,Incubadora,2,2,2,2
350635,Monitor de ECG,10,8,9,9
350635,Monitor de Pressao Nao-Invasivo,8,8,8,8
350635,Reanimador Pulmonar/AMBU,27,13,27,13
350635,Respirador/Ventilador,15,7,14,8
350635,Eletrocardiografo,13,6,13,6
350635,Eletroencefalografo,2,2,2,2
350635,Endoscopio Digestivo,5,1,5,1
350635,Equipamentos para Optometria,2,1,2,1
350635,Microscopio Cirurgico,1,1,1,1
350635,Aparelho de Diatermia por Ultrassom/Ondas Curtas,3,1,2,2
350635,Aparelho de Eletroestimulacao,5,1,5,1
350640,Raio X ate 100 mA,1,0,0,1
350640,Raio X de 100 a 500 mA,2,2,2,2
350640,Raio X com Fluoroscopia,1,1,1,1
350640,Controle Ambiental/Ar-condicionado Central,1,1,1,1
350640,Grupo Gerador,1,1,1,1
350640,Equipo Odontologico,5,2,5,2
350640,Berço Aquecido,1,1,1,1
350640,Desfibrilador,3,3,3,3
350640,Equipamento de Fototerapia,2,1,1,2
350640,Incubadora,1,1,1,1
350640,Monitor de ECG,3,3,3,3
350640,Reanimador Pulmonar/AMBU,4,4,4,4
350640,Respirador/Ventilador,2,2,2,2
350640,Eletrocardiografo,3,2,2,3
350640,Aparelho de Diatermia por Ultrassom/Ondas Curtas,3,3,3,3
350640,Aparelho de Eletroestimulacao,2,2,2,2
350640,Forno de Bier,2,2,2,2
350650,Mamografo com Comando Simples,4,2,4,2
350650,Raio X ate 100 mA,6,2,6,2
350650,Raio X de 100 a 500 mA,7,3,7,3
350650,Raio X Dentario,23,1,23,1
350650,Ultrassom Ecografo,12,1,12,1
350650,Ultrassom Convencional,17,3,17,3
350650,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,3,2,3,2
350650,Controle Ambiental/Ar-condicionado Central,6,1,6,1
350650,Grupo Gerador,6,3,6,3
350650,Equipo Odontologico,51,18,51,18
350650,Compressor Odontologico,40,15,39,15
350650,Fotopolimerizador,49,15,48,15
350650,Caneta de Alta Rotacao,64,15,63,15
350650,Caneta de Baixa Rotacao,55,15,54,15
350650,Amalgamador,30,15,30,15
350650,Aparelho de Profilaxia c/ Jato de Bicarbonato,20,1,20,1
350650,Bomba de Infusao,21,12,21,12
350650,Berço Aquecido,3,1,3,1
350650,Desfibrilador,18,4,18,4
350650,Equipamento de Fototerapia,5,2,5,2
350650,Marcapasso Temporario,2,1,2,1
350650,Monitor de ECG,42,21,42,21
350650,Monitor de Pressao Invasivo,3,1,3,1
350650,Monitor de Pressao Nao-Invasivo,40,6,39,6
350650,Reanimador Pulmonar/AMBU,51,20,51,20
350650,Respirador/Ventilador,14,8,14,8
350650,Eletrocardiografo,19,5,19,5
350650,Endoscopio Digestivo,8,2,8,2
350650,Microscopio Cirurgico,6,1,6,1
350660,Raio X de 100 a 500 mA,1,1,1,1
350660,Raio X mais de 500mA,1,1,1,1
350660,Ultrassom Convencional,3,2,3,2
350660,Grupo Gerador,1,0,0,1
350660,Equipo Odontologico,6,3,5,3
350660,Bomba/Balao Intra-Aortico,1,0,0,1
350660,Bomba de Infusao,3,2,2,3
350660,Desfibrilador,5,1,1,5
350660,Monitor de ECG,6,2,2,6
350660,Monitor de Pressao Invasivo,1,0,0,1
350660,Monitor de Pressao Nao-Invasivo,20,4,4,20
350660,Reanimador Pulmonar/AMBU,6,5,5,6
350660,Respirador/Ventilador,3,1,1,3
350660,Eletrocardiografo,4,2,3,3
350660,Eletroencefalografo,2,2,2,2
350660,Aparelho de Diatermia por Ultrassom/Ondas Curtas,11,11,11,11
350660,Aparelho de Eletroestimulacao,11,8,8,11
350680,Raio X de 100 a 500 mA,1,1,1,1
350680,Raio X Dentario,3,2,2,2
350680,Ultrassom Doppler Colorido,1,1,1,1
350680,Ultrassom Ecografo,1,1,1,1
350680,Equipo Odontologico,7,6,7,6
350680,Compressor Odontologico,1,1,1,1
350680,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
350680,Berço Aquecido,2,2,2,2
350680,Desfibrilador,1,1,1,1
350680,Equipamento de Fototerapia,1,1,1,1
350680,Incubadora,2,2,2,2
350680,Monitor de ECG,2,2,2,2
350680,Reanimador Pulmonar/AMBU,5,5,5,5
350680,Respirador/Ventilador,2,2,2,2
350680,Eletrocardiografo,1,1,1,1
350680,Endoscopio das Vias Respiratorias,1,1,1,1
350680,Endoscopio das Vias Urinarias,1,1,1,1
350680,Endoscopio Digestivo,1,1,1,1
350680,Aparelho de Diatermia por Ultrassom/Ondas Curtas,3,2,3,2
350680,Forno de Bier,1,1,1,1
350670,Raio X de 100 a 500 mA,1,1,1,1
350670,Raio X Dentario,3,3,3,3
350670,Ultrassom Convencional,2,2,2,2
350670,Equipo Odontologico,12,10,12,10
350670,Compressor Odontologico,3,2,3,2
350670,Fotopolimerizador,5,3,5,3
350670,Caneta de Alta Rotacao,9,3,9,3
350670,Caneta de Baixa Rotacao,7,3,7,3
350670,Aparelho de Profilaxia c/ Jato de Bicarbonato,3,1,3,1
350670,Berço Aquecido,3,3,3,3
350670,Desfibrilador,3,3,3,3
350670,Equipamento de Fototerapia,2,2,2,2
350670,Incubadora,6,3,3,6
350670,Monitor de ECG,1,1,1,1
350670,Reanimador Pulmonar/AMBU,4,4,4,4
350670,Respirador/Ventilador,1,1,1,1
350670,Eletrocardiografo,6,6,6,6
350670,Eletroencefalografo,1,1,1,1
350670,Aparelho de Diatermia por Ultrassom/Ondas Curtas,4,2,4,2
350690,Raio X de 100 a 500 mA,1,1,1,1
350690,Ultrassom Doppler Colorido,1,1,1,1
350690,Grupo Gerador,2,2,2,2
350690,Equipo Odontologico,1,1,1,1
350690,Desfibrilador,2,1,1,2
350690,Monitor de ECG,1,1,1,1
350690,Reanimador Pulmonar/AMBU,6,6,6,6
350690,Respirador/Ventilador,1,1,1,1
350690,Eletrocardiografo,3,2,2,3
350700,AUDIOMETRO DE DOIS CANAIS,2,1,2,1
350700,Mamografo com Comando Simples,2,1,2,1
350700,Raio X ate 100 mA,1,1,1,1
350700,Raio X de 100 a 500 mA,4,3,4,3
350700,Raio X Dentario,7,1,7,1
350700,Raio X para Densitometria Ossea,1,1,1,1
350700,Tomógrafo Computadorizado,3,2,3,2
350700,Ultrassom Doppler Colorido,1,1,1,1
350700,Ultrassom Ecografo,4,3,3,3
350700,Ultrassom Convencional,6,3,4,5
350700,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,2,1,2,1
350700,Grupo Gerador,1,1,1,1
350700,Equipo Odontologico,22,12,21,12
350700,Compressor Odontologico,6,1,6,1
350700,Fotopolimerizador,8,1,8,1
350700,Caneta de Alta Rotacao,9,1,9,1
350700,Caneta de Baixa Rotacao,4,1,4,1
350700,Amalgamador,1,1,1,1
350700,Aparelho de Profilaxia c/ Jato de Bicarbonato,3,1,3,1
350700,Bomba de Infusao,5,5,5,5
350700,Berço Aquecido,2,2,2,2
350700,Desfibrilador,6,5,5,6
350700,Equipamento de Fototerapia,3,3,3,3
350700,Incubadora,3,3,3,3
350700,Monitor de ECG,12,11,11,12
350700,Reanimador Pulmonar/AMBU,9,9,9,9
350700,Respirador/Ventilador,9,9,9,9
350700,Eletrocardiografo,13,11,12,12
350700,Eletroencefalografo,3,2,3,2
350700,Endoscopio das Vias Respiratorias,3,2,3,2
350700,Endoscopio Digestivo,3,2,3,2
350700,Equipamentos para Optometria,2,1,2,1
350700,Aparelho de Diatermia por Ultrassom/Ondas Curtas,5,5,5,5
350700,Aparelho de Eletroestimulacao,5,5,5,5
350700,Equipamentos de Aferese,1,1,1,1
350700,Equipamento de Circulacao Extracorporea,1,1,1,1
350700,Forno de Bier,5,5,5,5
350710,Raio X de 100 a 500 mA,1,1,1,1
350710,Raio X Dentario,9,1,9,1
350710,Ultrassom Ecografo,2,2,2,2
350710,Equipo Odontologico,12,1,12,1
350710,Desfibrilador,1,1,1,1
350710,Incubadora,1,1,1,1
350710,Monitor de ECG,2,2,2,2
350710,Reanimador Pulmonar/AMBU,2,2,2,2
350710,Respirador/Ventilador,1,1,1,1
350710,Eletrocardiografo,2,2,2,2
350710,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
350710,Aparelho de Eletroestimulacao,1,1,1,1
350710,Forno de Bier,1,1,1,1
350715,Raio X Dentario,1,1,1,1
350715,Equipo Odontologico,2,2,2,2
350715,Desfibrilador,1,1,1,1
350715,Monitor de ECG,1,1,1,1
350715,Reanimador Pulmonar/AMBU,2,2,2,2
350715,Eletrocardiografo,1,1,1,1
350720,Raio X Dentario,1,1,1,1
350720,Equipo Odontologico,1,1,1,1
350720,Desfibrilador,1,1,1,1
350720,Reanimador Pulmonar/AMBU,1,1,1,1
350720,Eletrocardiografo,1,1,1,1
350730,Raio X Dentario,1,1,1,1
350730,Equipo Odontologico,1,1,1,1
350740,Raio X ate 100 mA,2,1,2,1
350740,Raio X de 100 a 500 mA,2,1,2,1
350740,Raio X Dentario,7,3,7,3
350740,Raio X com Fluoroscopia,1,1,1,1
350740,Ultrassom Doppler Colorido,1,1,1,1
350740,Ultrassom Ecografo,1,1,1,1
350740,Grupo Gerador,1,1,1,1
350740,Equipo Odontologico,9,4,8,4
350740,Compressor Odontologico,8,2,5,3
350740,Fotopolimerizador,9,2,7,2
350740,Caneta de Alta Rotacao,9,2,8,2
350740,Caneta de Baixa Rotacao,8,2,7,2
350740,Amalgamador,7,3,5,3
350740,Bomba de Infusao,3,3,3,3
350740,Berço Aquecido,2,2,2,2
350740,Desfibrilador,3,3,3,3
350740,Equipamento de Fototerapia,2,2,2,2
350740,Incubadora,4,4,4,4
350740,Monitor de ECG,5,4,4,5
350740,Monitor de Pressao Nao-Invasivo,4,3,3,4
350740,Reanimador Pulmonar/AMBU,6,6,6,6
350740,Respirador/Ventilador,3,3,3,3
350740,Eletrocardiografo,5,4,4,5
350740,Endoscopio das Vias Urinarias,1,1,1,1
350740,Endoscopio Digestivo,1,1,1,1
350740,Laparoscopio/Vídeo,1,1,1,1
350740,Microscopio Cirurgico,1,1,1,1
350740,Aparelho de Diatermia por Ultrassom/Ondas Curtas,6,1,6,1
350740,Aparelho de Eletroestimulacao,12,1,12,1
350745,Raio X Dentario,1,1,1,1
350745,Ultrassom Convencional,1,1,1,1
350745,Equipo Odontologico,1,1,1,1
350750,EMISSOES OTOACUSTICAS EVOCADAS TRANSIENTES,2,1,2,1
350750,AUDIOMETRO DE DOIS CANAIS,5,2,5,2
350750,IMITANCIOMETRO,2,1,2,1
350750,CABINE ACUSTICA,3,1,3,1
350750,SISTEMA DE CAMPO LIVRE,2,1,2,1
350750,Gama Camara,2,2,2,2
350750,Mamografo com Comando Simples,2,1,2,1
350750,Mamografo com Estereotaxia,6,4,6,4
350750,Raio X ate 100 mA,16,13,16,13
350750,Raio X de 100 a 500 mA,20,7,17,8
350750,Raio X mais de 500mA,8,6,8,6
350750,Raio X Dentario,77,6,74,8
350750,Raio X com Fluoroscopia,7,6,7,6
350750,Raio X para Densitometria Ossea,1,1,1,1
350750,Raio X para Hemodinamica,3,3,3,3
350750,Tomógrafo Computadorizado,7,3,7,3
350750,Ressonancia Magnetica,4,1,4,1
350750,Ultrassom Doppler Colorido,19,8,19,8
350750,Ultrassom Ecografo,7,3,7,3
350750,Ultrassom Convencional,16,6,16,6
350750,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,3,3,3,3
350750,Controle Ambiental/Ar-condicionado Central,14,3,14,3
350750,Grupo Gerador,3,3,3,3
350750,Usina de Oxigenio,1,1,1,1
350750,Equipo Odontologico,152,36,151,36
350750,Compressor Odontologico,103,24,100,25
350750,Fotopolimerizador,61,28,58,28
350750,Caneta de Alta Rotacao,94,27,85,32
350750,Caneta de Baixa Rotacao,72,26,69,28
350750,Amalgamador,51,22,48,22
350750,Aparelho de Profilaxia c/ Jato de Bicarbonato,45,24,44,25
350750,Bomba/Balao Intra-Aortico,1,1,1,1
350750,Bomba de Infusao,406,323,406,323
350750,Berço Aquecido,27,19,27,19
350750,Bilirrubinometro,2,2,2,2
350750,Desfibrilador,64,56,62,57
350750,Equipamento de Fototerapia,22,12,22,12
350750,Incubadora,35,22,35,22
350750,Marcapasso Temporario,13,9,13,9
350750,Monitor de ECG,174,101,151,124
350750,Monitor de Pressao Invasivo,13,7,13,7
350750,Monitor de Pressao Nao-Invasivo,112,38,108,40
350750,Reanimador Pulmonar/AMBU,118,49,116,49
350750,Respirador/Ventilador,94,58,90,62
350750,Eletrocardiografo,75,59,74,59
350750,Eletroencefalografo,9,4,9,4
350750,Endoscopio das Vias Respiratorias,9,3,6,6
350750,Endoscopio das Vias Urinarias,10,3,5,8
350750,Endoscopio Digestivo,41,13,25,29
350750,Equipamentos para Optometria,19,10,18,11
350750,Laparoscopio/Vídeo,12,3,10,5
350750,Microscopio Cirurgico,18,11,18,11
350750,CADEIRA OFTALMOLOGICA,1,1,1,1
350750,REFRATOR,1,1,1,1
350750,PROJETOR OU TABELA DE OPTOTIPOS,1,1,1,1
350750,Aparelho de Diatermia por Ultrassom/Ondas Curtas,63,14,62,14
350750,Aparelho de Eletroestimulacao,78,16,73,16
350750,Bomba de Infusao de Hemoderivados,4,4,4,4
350750,Equipamentos de Aferese,8,6,8,6
350750,Equipamento de Circulacao Extracorporea,6,5,6,5
350750,Equipamento para Hemodialise,54,46,48,52
350750,Forno de Bier,7,3,7,3
350760,EMISSOES OTOACUSTICAS EVOCADAS TRANSIENTES,1,1,1,1
350760,EMISSOES OTOACUSTICAS EVOCADAS POR PRODUTO DE DISTORCAO,1,1,1,1
350760,AUDIOMETRO DE UM CANAL,3,3,3,3
350760,Gama Camara,1,1,1,1
350760,Mamografo com Comando Simples,10,3,10,3
350760,Mamografo com Estereotaxia,1,1,1,1
350760,Raio X ate 100 mA,9,7,9,7
350760,Raio X de 100 a 500 mA,12,8,12,8
350760,Raio X Dentario,35,10,32,10
350760,Raio X com Fluoroscopia,3,2,3,2
350760,Raio X para Hemodinamica,3,1,3,1
350760,Tomógrafo Computadorizado,6,3,6,3
350760,Ressonancia Magnetica,3,1,3,1
350760,Ultrassom Doppler Colorido,18,2,18,2
350760,Ultrassom Ecografo,11,5,11,5
350760,Ultrassom Convencional,13,4,13,4
350760,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,3,3,3,3
350760,Controle Ambiental/Ar-condicionado Central,53,19,50,20
350760,Grupo Gerador,11,6,11,6
350760,Usina de Oxigenio,7,2,7,2
350760,Equipo Odontologico,94,40,91,41
350760,Compressor Odontologico,43,8,42,8
350760,Fotopolimerizador,47,7,43,7
350760,Caneta de Alta Rotacao,67,8,58,8
350760,Caneta de Baixa Rotacao,50,8,45,8
350760,Amalgamador,28,7,26,7
350760,Aparelho de Profilaxia c/ Jato de Bicarbonato,37,6,36,6
350760,Bomba/Balao Intra-Aortico,2,1,2,1
350760,Bomba de Infusao,131,89,131,89
350760,Berço Aquecido,31,25,31,25
350760,Desfibrilador,38,24,38,24
350760,Equipamento de Fototerapia,15,13,15,13
350760,Incubadora,22,17,22,17
350760,Marcapasso Temporario,8,7,8,7
350760,Monitor de ECG,83,47,78,52
350760,Monitor de Pressao Invasivo,20,19,20,19
350760,Monitor de Pressao Nao-Invasivo,57,17,56,17
350760,Reanimador Pulmonar/AMBU,96,64,95,65
350760,Respirador/Ventilador,66,46,66,46
350760,Eletrocardiografo,125,97,112,107
350760,Eletroencefalografo,10,5,8,6
350760,Endoscopio das Vias Respiratorias,4,4,4,4
350760,Endoscopio das Vias Urinarias,4,1,4,1
350760,Endoscopio Digestivo,10,3,9,3
350760,Laparoscopio/Vídeo,9,2,9,2
350760,Microscopio Cirurgico,8,3,7,4
350760,REFRATOR,2,2,2,2
350760,Aparelho de Diatermia por Ultrassom/Ondas Curtas,24,8,23,8
350760,Aparelho de Eletroestimulacao,25,1,24,2
350760,Bomba de Infusao de Hemoderivados,2,2,2,2
350760,Equipamentos de Aferese,1,1,1,1
350760,Equipamento para Hemodialise,77,71,72,76
350760,Forno de Bier,12,3,11,4
350770,Equipo Odontologico,1,1,1,1
350770,Desfibrilador,1,1,1,1
350770,Monitor de ECG,1,1,1,1
350770,Respirador/Ventilador,1,1,1,1
350770,Eletrocardiografo,1,1,1,1
350775,Equipo Odontologico,1,1,1,1
350775,Reanimador Pulmonar/AMBU,3,3,3,3
350775,Eletrocardiografo,1,1,1,1
350775,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
350775,Aparelho de Eletroestimulacao,2,2,2,2
350780,Raio X ate 100 mA,1,0,0,1
350780,Raio X mais de 500mA,1,1,1,1
350780,Raio X Dentario,21,4,20,4
350780,Ultrassom Convencional,1,0,0,1
350780,Usina de Oxigenio,1,1,1,1
350780,Equipo Odontologico,37,12,37,12
350780,Caneta de Alta Rotacao,24,2,24,2
350780,Caneta de Baixa Rotacao,24,2,24,2
350780,Amalgamador,2,1,2,1
350780,Bomba de Infusao,2,0,0,2
350780,Berço Aquecido,2,0,0,2
350780,Desfibrilador,4,4,4,4
350780,Equipamento de Fototerapia,3,0,0,3
350780,Incubadora,2,0,0,2
350780,Monitor de ECG,2,1,1,2
350780,Monitor de Pressao Nao-Invasivo,1,1,1,1
350780,Reanimador Pulmonar/AMBU,4,4,4,4
350780,Respirador/Ventilador,1,0,0,1
350780,Eletrocardiografo,5,2,2,5
350780,Eletroencefalografo,1,1,1,1
350780,Aparelho de Diatermia por Ultrassom/Ondas Curtas,2,1,1,2
350780,Aparelho de Eletroestimulacao,9,7,8,8
350780,Forno de Bier,7,4,4,6
350790,Raio X ate 100 mA,1,1,1,1
350790,Raio X de 100 a 500 mA,1,1,1,1
350790,Raio X Dentario,21,6,16,7
350790,Ultrassom Ecografo,1,1,1,1
350790,Ultrassom Convencional,3,1,3,1
350790,Equipo Odontologico,26,8,20,9
350790,Compressor Odontologico,5,5,5,5
350790,Fotopolimerizador,6,5,6,5
350790,Caneta de Alta Rotacao,5,5,5,5
350790,Caneta de Baixa Rotacao,5,5,5,5
350790,Amalgamador,4,4,4,4
350790,Aparelho de Profilaxia c/ Jato de Bicarbonato,4,4,4,4
350790,Berço Aquecido,1,1,1,1
350790,Desfibrilador,2,2,2,2
350790,Equipamento de Fototerapia,1,1,1,1
350790,Incubadora,3,3,3,3
350790,Monitor de ECG,3,3,3,3
350790,Reanimador Pulmonar/AMBU,7,7,7,7
350790,Respirador/Ventilador,1,1,1,1
350790,Eletrocardiografo,7,5,7,5
350790,Microscopio Cirurgico,1,1,1,1
350790,CADEIRA OFTALMOLOGICA,1,1,1,1
350790,PROJETOR OU TABELA DE OPTOTIPOS,1,1,1,1
350790,Aparelho de Diatermia por Ultrassom/Ondas Curtas,13,3,12,3
350790,Aparelho de Eletroestimulacao,12,3,11,3
350790,Forno de Bier,5,2,5,2
350800,Raio X de 100 a 500 mA,1,1,1,1
350800,Ultrassom Convencional,1,1,1,1
350800,Equipo Odontologico,8,8,8,8
350800,Compressor Odontologico,8,8,8,8
350800,Fotopolimerizador,3,3,3,3
350800,Caneta de Alta Rotacao,8,8,8,8
350800,Caneta de Baixa Rotacao,5,5,5,5
350800,Amalgamador,8,8,8,8
350800,Desfibrilador,1,1,1,1
350800,Reanimador Pulmonar/AMBU,6,6,6,6
350800,Respirador/Ventilador,1,1,1,1
350800,Eletrocardiografo,1,1,1,1
350800,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
350800,Equipamentos de Aferese,1,1,1,1
350800,Forno de Bier,1,1,1,1
350810,Raio X de 100 a 500 mA,2,2,2,2
350810,Raio X Dentario,1,1,1,1
350810,Ultrassom Doppler Colorido,1,1,1,1
350810,Ultrassom Convencional,4,3,4,3
350810,Controle Ambiental/Ar-condicionado Central,24,16,23,17
350810,Grupo Gerador,1,1,1,1
350810,Equipo Odontologico,9,7,8,7
350810,Compressor Odontologico,2,1,2,1
350810,Fotopolimerizador,6,4,6,4
350810,Caneta de Alta Rotacao,8,6,8,6
350810,Caneta de Baixa Rotacao,8,6,8,6
350810,Amalgamador,5,5,5,5
350810,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
350810,Berço Aquecido,4,4,4,4
350810,Desfibrilador,3,3,3,3
350810,Equipamento de Fototerapia,3,3,3,3
350810,Incubadora,2,2,2,2
350810,Monitor de ECG,2,2,2,2
350810,Monitor de Pressao Nao-Invasivo,1,1,1,1
350810,Reanimador Pulmonar/AMBU,7,7,7,7
350810,Eletrocardiografo,5,4,4,5
350810,Eletroencefalografo,1,1,1,1
350810,Endoscopio Digestivo,2,1,2,1
350810,Equipamentos para Optometria,138,138,138,138
350810,Microscopio Cirurgico,1,1,1,1
350810,Aparelho de Diatermia por Ultrassom/Ondas Curtas,3,2,3,2
350810,Aparelho de Eletroestimulacao,5,3,5,3
350810,Forno de Bier,1,0,0,1
350820,Raio X Dentario,2,1,2,1
