cidade,equipamento,existentes,emUso,existentesSUS,emUsoSUS
261300,Respirador/Ventilador,5,5,5,5
261300,Eletrocardiografo,4,4,4,4
261300,Endoscopio Digestivo,1,1,1,1
261300,Forno de Bier,1,1,1,1
261330,Raio X de 100 a 500 mA,1,1,1,1
261330,Raio X Dentario,2,2,2,2
261330,Ultrassom Ecografo,1,1,1,1
261330,Ultrassom Convencional,1,1,1,1
261330,Equipo Odontologico,14,14,13,13
261330,Compressor Odontologico,2,2,2,2
261330,Fotopolimerizador,2,2,2,2
261330,Caneta de Alta Rotacao,3,3,3,3
261330,Caneta de Baixa Rotacao,3,3,3,3
261330,Amalgamador,3,3,3,3
261330,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
261330,Berço Aquecido,1,1,1,1
261330,Desfibrilador,1,1,1,1
261330,Incubadora,2,2,2,2
261330,Monitor de ECG,1,1,1,1
261330,Reanimador Pulmonar/AMBU,3,3,3,3
261330,Eletrocardiografo,1,1,1,1
261330,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
261330,Aparelho de Eletroestimulacao,1,1,1,1
261330,Equipamentos de Aferese,1,1,1,1
261330,Forno de Bier,1,1,1,1
261340,Mamografo com Comando Simples,1,1,1,1
261340,Raio X ate 100 mA,1,1,1,1
261340,Ultrassom Convencional,4,4,4,4
261340,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,1,1,1,1
261340,Equipo Odontologico,8,8,8,8
261340,Bomba de Infusao,1,1,1,1
261340,Desfibrilador,2,2,2,2
261340,Equipamento de Fototerapia,1,1,1,1
261340,Incubadora,1,1,1,1
261340,Monitor de ECG,1,1,1,1
261340,Monitor de Pressao Nao-Invasivo,2,2,2,2
261340,Reanimador Pulmonar/AMBU,2,2,2,2
261340,Respirador/Ventilador,3,2,3,2
261340,Eletrocardiografo,1,1,1,1
261340,Endoscopio Digestivo,1,1,1,1
261340,Aparelho de Diatermia por Ultrassom/Ondas Curtas,2,2,2,2
261340,Aparelho de Eletroestimulacao,2,2,2,2
261350,Raio X ate 100 mA,1,1,1,1
261350,Raio X de 100 a 500 mA,1,1,1,1
261350,Raio X Dentario,2,2,1,1
261350,Ultrassom Convencional,1,1,1,1
261350,Equipo Odontologico,7,7,7,7
261350,Compressor Odontologico,2,2,1,1
261350,Fotopolimerizador,2,2,1,1
261350,Caneta de Alta Rotacao,2,2,1,1
261350,Caneta de Baixa Rotacao,1,1,1,1
261350,Amalgamador,2,2,1,1
261350,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
261350,Berço Aquecido,2,2,2,2
261350,Desfibrilador,1,1,1,1
261350,Incubadora,2,2,2,2
261350,Monitor de ECG,1,1,1,1
261350,Reanimador Pulmonar/AMBU,2,2,2,2
261350,Eletrocardiografo,1,1,1,1
261350,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
261350,Aparelho de Eletroestimulacao,1,1,1,1
261360,Raio X ate 100 mA,2,2,1,1
261360,Raio X de 100 a 500 mA,1,1,1,1
261360,Raio X Dentario,1,1,1,1
261360,Ultrassom Doppler Colorido,3,3,1,1
261360,Ultrassom Ecografo,4,4,1,1
261360,Ultrassom Convencional,2,2,2,2
261360,Grupo Gerador,1,1,1,1
261360,Equipo Odontologico,16,16,16,16
261360,Compressor Odontologico,11,11,11,11
261360,Fotopolimerizador,11,11,11,11
261360,Caneta de Alta Rotacao,11,11,11,11
261360,Caneta de Baixa Rotacao,11,11,11,11
261360,Amalgamador,11,11,11,11
261360,Aparelho de Profilaxia c/ Jato de Bicarbonato,10,10,10,10
261360,Berço Aquecido,3,3,3,3
261360,Desfibrilador,2,2,2,2
261360,Equipamento de Fototerapia,2,2,2,2
261360,Incubadora,2,2,2,2
261360,Monitor de ECG,5,5,5,5
261360,Reanimador Pulmonar/AMBU,5,5,5,5
261360,Respirador/Ventilador,2,2,2,2
261360,Eletrocardiografo,3,3,2,2
261360,Endoscopio Digestivo,3,3,3,3
261360,Aparelho de Diatermia por Ultrassom/Ondas Curtas,6,6,3,3
261360,Aparelho de Eletroestimulacao,14,14,8,8
261360,Forno de Bier,1,1,1,1
261370,Mamografo com Comando Simples,1,1,1,1
261370,Mamografo com Estereotaxia,1,1,1,1
261370,Raio X ate 100 mA,2,2,2,2
261370,Raio X de 100 a 500 mA,2,2,2,2
261370,Ultrassom Convencional,1,1,1,1
261370,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,2,2,2,2
261370,MAMOGRAFO COMPUTADORIZADO,1,1,1,1
261370,Controle Ambiental/Ar-condicionado Central,1,1,1,1
261370,Grupo Gerador,3,3,3,3
261370,Equipo Odontologico,26,26,23,23
261370,Compressor Odontologico,3,2,1,1
261370,Fotopolimerizador,3,3,1,1
261370,Caneta de Alta Rotacao,4,3,1,1
261370,Caneta de Baixa Rotacao,3,3,1,1
261370,Bomba de Infusao,53,53,53,53
261370,Berço Aquecido,4,4,4,4
261370,Desfibrilador,4,4,4,4
261370,Equipamento de Fototerapia,2,2,2,2
261370,Incubadora,2,2,2,2
261370,Monitor de ECG,25,25,25,25
261370,Monitor de Pressao Invasivo,1,1,1,1
261370,Monitor de Pressao Nao-Invasivo,22,22,22,22
261370,Reanimador Pulmonar/AMBU,43,43,43,43
261370,Respirador/Ventilador,15,15,15,15
261370,Eletrocardiografo,8,7,7,6
261370,Endoscopio Digestivo,1,1,1,1
261370,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
261370,Aparelho de Eletroestimulacao,1,1,1,1
261400,Raio X ate 100 mA,1,1,1,1
261400,Raio X Dentario,1,1,1,1
261400,Ultrassom Convencional,1,0,1,0
261400,Equipo Odontologico,9,9,9,9
261400,Compressor Odontologico,6,6,6,6
261400,Fotopolimerizador,6,6,6,6
261400,Caneta de Alta Rotacao,6,6,6,6
261400,Caneta de Baixa Rotacao,7,7,7,7
261400,Amalgamador,6,6,6,6
261400,Aparelho de Profilaxia c/ Jato de Bicarbonato,6,6,6,6
261400,Berço Aquecido,1,1,1,1
261400,Equipamento de Fototerapia,1,1,1,1
261400,Incubadora,1,1,1,1
261400,Monitor de ECG,1,1,1,1
261400,Respirador/Ventilador,1,1,1,1
261400,Eletrocardiografo,1,1,1,1
261380,Mamografo com Comando Simples,1,0,1,0
261380,Raio X mais de 500mA,1,1,1,1
261380,Raio X Dentario,1,1,1,1
261380,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,1,0,1,0
261380,Controle Ambiental/Ar-condicionado Central,1,1,1,1
261380,Equipo Odontologico,7,7,7,7
261380,Bomba de Infusao,1,1,1,1
261380,Desfibrilador,1,1,1,1
261380,Incubadora,2,1,2,1
261380,Monitor de ECG,1,1,1,1
261380,Reanimador Pulmonar/AMBU,3,3,3,3
261380,Respirador/Ventilador,3,3,3,3
261380,Eletrocardiografo,1,1,1,1
261380,Endoscopio Digestivo,1,1,1,1
261420,Raio X de 100 a 500 mA,1,1,1,1
261420,Ultrassom Ecografo,1,1,1,1
261420,Equipo Odontologico,6,6,6,6
261420,Desfibrilador,1,1,1,1
261420,Incubadora,1,1,1,1
261420,Monitor de Pressao Nao-Invasivo,24,24,24,24
261420,Reanimador Pulmonar/AMBU,2,2,2,2
261420,Respirador/Ventilador,1,1,1,1
261390,"POT EVOCADO AUD TRONCO ENCEF DE CURTA,MEDIA E LONGA LATENCIA",1,1,1,1
261390,AUDIOMETRO DE DOIS CANAIS,1,1,1,1
261390,CABINE ACUSTICA,1,1,1,1
261390,Mamografo com Comando Simples,4,4,3,3
261390,Mamografo com Estereotaxia,3,3,3,3
261390,Raio X ate 100 mA,5,5,1,1
261390,Raio X de 100 a 500 mA,7,7,5,5
261390,Raio X mais de 500mA,1,1,1,1
261390,Raio X Dentario,11,11,4,4
261390,Tomógrafo Computadorizado,2,2,2,2
261390,Ressonancia Magnetica,1,1,1,1
261390,Ultrassom Doppler Colorido,6,6,2,2
261390,Ultrassom Ecografo,9,9,3,3
261390,Ultrassom Convencional,9,9,6,6
261390,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,5,5,5,5
261390,MAMOGRAFO COMPUTADORIZADO,2,1,2,1
261390,Controle Ambiental/Ar-condicionado Central,6,6,2,2
261390,Grupo Gerador,5,5,4,4
261390,Equipo Odontologico,49,49,36,36
261390,Compressor Odontologico,10,8,2,2
261390,Fotopolimerizador,14,12,3,3
261390,Caneta de Alta Rotacao,23,18,3,3
261390,Caneta de Baixa Rotacao,16,15,4,4
261390,Amalgamador,10,8,3,3
261390,Aparelho de Profilaxia c/ Jato de Bicarbonato,8,8,2,2
261390,Bomba de Infusao,56,56,52,52
261390,Berço Aquecido,5,5,4,4
261390,Desfibrilador,37,9,6,6
261390,Equipamento de Fototerapia,38,10,4,4
261390,Incubadora,11,11,9,9
261390,Marcapasso Temporario,4,4,1,1
261390,Monitor de ECG,24,23,8,8
261390,Monitor de Pressao Nao-Invasivo,29,29,20,20
261390,Reanimador Pulmonar/AMBU,49,44,36,31
261390,Respirador/Ventilador,23,22,19,18
261390,Eletrocardiografo,19,17,9,8
261390,Eletroencefalografo,1,1,1,1
261390,Endoscopio das Vias Respiratorias,2,2,1,1
261390,Endoscopio das Vias Urinarias,2,2,1,1
261390,Endoscopio Digestivo,8,8,4,4
261390,Laparoscopio/Vídeo,5,5,3,3
261390,Microscopio Cirurgico,7,7,4,4
261390,CADEIRA OFTALMOLOGICA,2,2,2,2
261390,COLUNA OFTALMOLOGICA,2,2,2,2
261390,REFRATOR,2,2,2,2
261390,LENSOMETRO,2,2,2,2
261390,PROJETOR OU TABELA DE OPTOTIPOS,2,2,2,2
261390,RETINOSCOPIO,2,2,2,2
261390,OFTALMOSCOPIO,2,1,2,1
261390,TONOMETRO DE APLANACAO,2,2,2,2
261390,BIOMICROSCOPIO (LAMPADA DE FENDA),4,4,4,4
261390,Aparelho de Diatermia por Ultrassom/Ondas Curtas,20,20,16,16
261390,Aparelho de Eletroestimulacao,25,25,16,16
261390,Forno de Bier,6,6,5,5
261410,Raio X ate 100 mA,1,1,1,1
261410,Raio X Dentario,2,2,2,2
261410,Ultrassom Ecografo,2,2,1,1
261410,Grupo Gerador,1,1,1,1
261410,Equipo Odontologico,11,11,11,11
261410,Compressor Odontologico,1,1,1,1
261410,Fotopolimerizador,1,1,1,1
261410,Caneta de Baixa Rotacao,1,1,1,1
261410,Amalgamador,1,1,1,1
261410,Berço Aquecido,1,1,1,1
261410,Incubadora,1,1,1,1
261410,Monitor de ECG,2,2,1,1
261410,Reanimador Pulmonar/AMBU,4,4,4,4
261410,Eletrocardiografo,2,2,1,1
261410,Endoscopio Digestivo,2,2,1,1
261410,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
261410,Aparelho de Eletroestimulacao,1,1,1,1
261450,Mamografo com Comando Simples,1,1,1,1
261450,Raio X ate 100 mA,2,2,2,2
261450,Raio X de 100 a 500 mA,3,3,2,2
261450,Tomógrafo Computadorizado,1,1,1,1
261450,Ultrassom Doppler Colorido,1,1,1,1
261450,Ultrassom Convencional,3,3,3,3
261450,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,1,1,1,1
261450,Controle Ambiental/Ar-condicionado Central,1,1,1,1
261450,Grupo Gerador,1,1,1,1
261450,Usina de Oxigenio,2,2,2,2
261450,Equipo Odontologico,23,23,23,23
261450,Compressor Odontologico,1,1,1,1
261450,Fotopolimerizador,1,1,1,1
261450,Caneta de Alta Rotacao,2,1,2,1
261450,Caneta de Baixa Rotacao,1,1,1,1
261450,Amalgamador,1,1,1,1
261450,Bomba de Infusao,2,2,2,2
261450,Berço Aquecido,3,3,3,3
261450,Desfibrilador,4,4,4,4
261450,Equipamento de Fototerapia,3,3,3,3
261450,Incubadora,4,4,4,4
261450,Monitor de ECG,6,6,6,6
261450,Monitor de Pressao Nao-Invasivo,4,4,4,4
261450,Reanimador Pulmonar/AMBU,12,12,12,12
261450,Respirador/Ventilador,2,2,2,2
261450,Eletrocardiografo,3,3,3,3
261450,Endoscopio Digestivo,2,2,2,2
261450,Microscopio Cirurgico,3,3,3,3
261450,Aparelho de Diatermia por Ultrassom/Ondas Curtas,2,2,1,1
261450,Aparelho de Eletroestimulacao,2,2,2,2
261450,Forno de Bier,1,1,1,1
261460,Raio X de 100 a 500 mA,1,1,1,1
261460,Raio X Dentario,1,1,1,1
261460,Ultrassom Ecografo,1,1,1,1
261460,Grupo Gerador,1,1,1,1
261460,Equipo Odontologico,8,8,7,7
261460,Compressor Odontologico,6,6,6,6
261460,Fotopolimerizador,6,6,6,6
261460,Caneta de Alta Rotacao,6,6,6,6
261460,Caneta de Baixa Rotacao,6,6,6,6
261460,Amalgamador,6,6,6,6
261460,Aparelho de Profilaxia c/ Jato de Bicarbonato,6,6,6,6
261460,Incubadora,1,1,1,1
261460,Monitor de ECG,1,1,1,1
261460,Monitor de Pressao Nao-Invasivo,2,2,2,2
261460,Reanimador Pulmonar/AMBU,3,3,3,3
261460,Respirador/Ventilador,1,1,1,1
261460,Eletrocardiografo,2,2,2,2
261460,Endoscopio Digestivo,1,1,1,1
261440,Raio X ate 100 mA,1,1,1,1
261440,Raio X Dentario,1,1,1,1
261440,Ultrassom Ecografo,1,1,1,1
261440,Equipo Odontologico,4,4,4,4
261440,Compressor Odontologico,1,1,1,1
261440,Fotopolimerizador,1,1,1,1
261440,Caneta de Alta Rotacao,1,1,1,1
261440,Caneta de Baixa Rotacao,1,1,1,1
261440,Amalgamador,1,1,1,1
261440,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
261440,Berço Aquecido,1,1,1,1
261440,Incubadora,1,1,1,1
261440,Reanimador Pulmonar/AMBU,1,1,1,1
261440,Eletrocardiografo,1,1,1,1
261470,Ultrassom Convencional,1,1,1,1
261470,Equipo Odontologico,6,6,6,6
261470,Desfibrilador,1,1,1,1
261470,Monitor de ECG,1,1,1,1
261470,Reanimador Pulmonar/AMBU,1,1,1,1
261470,Eletrocardiografo,1,1,1,1
261470,Aparelho de Eletroestimulacao,3,3,3,3
261470,Forno de Bier,1,1,1,1
261480,Raio X ate 100 mA,1,1,1,1
261480,Ultrassom Convencional,1,1,1,1
261480,Equipo Odontologico,4,4,4,4
261480,Reanimador Pulmonar/AMBU,2,2,2,2
261480,Eletrocardiografo,1,1,1,1
261500,Raio X ate 100 mA,1,1,1,1
261500,Raio X de 100 a 500 mA,1,1,1,1
261500,Equipo Odontologico,7,7,7,7
261500,Compressor Odontologico,5,5,5,5
261500,Fotopolimerizador,6,6,6,6
261500,Caneta de Alta Rotacao,6,6,6,6
261500,Caneta de Baixa Rotacao,5,5,5,5
261500,Amalgamador,6,6,6,6
261500,Berço Aquecido,1,0,1,0
261500,Desfibrilador,2,2,2,2
261500,Equipamento de Fototerapia,1,1,1,1
261500,Incubadora,3,2,3,2
261500,Monitor de ECG,2,2,2,2
261500,Reanimador Pulmonar/AMBU,1,1,1,1
261500,Respirador/Ventilador,2,1,2,1
261485,Ultrassom Convencional,1,1,1,1
261485,Equipo Odontologico,10,10,10,10
261485,Berço Aquecido,2,2,2,2
261485,Bilirrubinometro,1,1,1,1
261485,Monitor de ECG,1,1,1,1
261485,Reanimador Pulmonar/AMBU,5,5,5,5
261485,Respirador/Ventilador,1,1,1,1
261485,Eletrocardiografo,1,1,1,1
261485,Aparelho de Diatermia por Ultrassom/Ondas Curtas,2,2,2,2
261485,Aparelho de Eletroestimulacao,4,4,4,4
261510,Ultrassom Convencional,1,1,1,1
261510,Equipo Odontologico,4,4,4,4
261510,Reanimador Pulmonar/AMBU,3,3,3,3
261520,Equipo Odontologico,4,4,4,4
261520,Compressor Odontologico,4,4,4,4
261520,Fotopolimerizador,4,4,4,4
261520,Caneta de Alta Rotacao,4,4,4,4
261520,Caneta de Baixa Rotacao,4,4,4,4
261520,Amalgamador,4,4,4,4
261520,Aparelho de Profilaxia c/ Jato de Bicarbonato,4,4,4,4
261530,Mamografo com Comando Simples,2,2,2,2
261530,Raio X ate 100 mA,4,4,3,3
261530,Raio X de 100 a 500 mA,2,2,1,1
261530,Ultrassom Convencional,3,3,2,2
261530,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,2,2,2,2
261530,Grupo Gerador,3,3,2,2
261530,Usina de Oxigenio,1,1,1,1
261530,Equipo Odontologico,27,27,25,25
261530,Bomba de Infusao,4,4,4,4
261530,Berço Aquecido,2,2,2,2
261530,Desfibrilador,2,2,2,2
261530,Equipamento de Fototerapia,1,1,1,1
261530,Incubadora,2,2,1,1
261530,Monitor de ECG,2,2,2,2
261530,Monitor de Pressao Nao-Invasivo,1,1,1,1
261530,Reanimador Pulmonar/AMBU,1,1,1,1
261530,Respirador/Ventilador,3,3,3,3
261530,Eletrocardiografo,5,5,3,3
261530,Endoscopio Digestivo,1,1,1,1
261530,Equipamentos para Optometria,4,4,2,2
261530,Microscopio Cirurgico,1,1,1,1
261530,REFRATOR,1,1,1,1
261530,PROJETOR OU TABELA DE OPTOTIPOS,2,2,2,2
261530,RETINOSCOPIO,2,2,2,2
261530,OFTALMOSCOPIO,3,3,3,3
261530,TONOMETRO DE APLANACAO,2,2,2,2
261530,BIOMICROSCOPIO (LAMPADA DE FENDA),2,2,2,2
261530,Aparelho de Diatermia por Ultrassom/Ondas Curtas,3,3,1,1
261530,Forno de Bier,3,3,1,1
261550,Controle Ambiental/Ar-condicionado Central,1,1,1,1
261550,Equipo Odontologico,6,6,6,6
261550,Compressor Odontologico,1,1,1,1
261550,Fotopolimerizador,1,1,1,1
261550,Caneta de Alta Rotacao,1,1,1,1
261550,Caneta de Baixa Rotacao,1,1,1,1
261550,Amalgamador,5,2,5,2
261550,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
261550,Eletrocardiografo,1,1,1,1
261560,Raio X Dentario,1,1,1,1
261560,Ultrassom Convencional,1,1,1,1
261560,Equipo Odontologico,15,15,14,14
261560,Compressor Odontologico,5,5,4,4
261560,Fotopolimerizador,3,3,2,2
261560,Caneta de Alta Rotacao,3,3,2,2
261560,Caneta de Baixa Rotacao,5,5,4,4
261560,Amalgamador,5,5,4,4
261560,Berço Aquecido,3,3,3,3
261560,Equipamento de Fototerapia,3,3,3,3
261560,Incubadora,2,2,2,2
261560,Reanimador Pulmonar/AMBU,3,3,3,3
261560,Respirador/Ventilador,1,1,1,1
261560,Eletrocardiografo,2,2,2,2
261560,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
261560,Aparelho de Eletroestimulacao,1,1,1,1
261540,Raio X de 100 a 500 mA,1,1,1,1
261540,Ultrassom Ecografo,3,3,3,3
261540,Ultrassom Convencional,1,1,1,1
261540,Equipo Odontologico,6,6,6,6
261540,Bomba de Infusao,1,1,1,1
261540,Monitor de ECG,3,3,3,3
261540,Monitor de Pressao Invasivo,1,1,1,1
261540,Monitor de Pressao Nao-Invasivo,1,1,1,1
261540,Reanimador Pulmonar/AMBU,1,1,1,1
261540,Eletrocardiografo,5,5,5,5
261570,Ultrassom Convencional,2,2,2,2
261570,Equipo Odontologico,7,7,6,6
261570,Compressor Odontologico,5,5,4,4
261570,Fotopolimerizador,3,3,1,1
261570,Caneta de Alta Rotacao,6,6,4,4
261570,Caneta de Baixa Rotacao,6,6,5,5
261570,Amalgamador,5,5,4,4
261570,Aparelho de Profilaxia c/ Jato de Bicarbonato,5,5,4,4
261570,Monitor de Pressao Nao-Invasivo,1,1,1,1
261570,Reanimador Pulmonar/AMBU,1,1,1,1
261570,Eletrocardiografo,1,1,1,1
261580,Ultrassom Ecografo,1,1,1,1
261580,Equipo Odontologico,6,6,6,6
261580,Berço Aquecido,1,1,1,1
261580,Monitor de Pressao Nao-Invasivo,5,5,5,5
261580,Aparelho de Diatermia por Ultrassom/Ondas Curtas,2,1,2,1
261580,Aparelho de Eletroestimulacao,4,3,4,3
261590,Raio X ate 100 mA,1,1,1,1
261590,Ultrassom Ecografo,1,1,1,1
261590,Grupo Gerador,1,1,1,1
261590,Equipo Odontologico,4,4,4,4
261590,Compressor Odontologico,3,3,3,3
261590,Fotopolimerizador,3,3,3,3
261590,Caneta de Alta Rotacao,3,3,3,3
261590,Caneta de Baixa Rotacao,3,3,3,3
261590,Amalgamador,3,3,3,3
261590,Aparelho de Profilaxia c/ Jato de Bicarbonato,3,3,3,3
261590,Incubadora,1,1,1,1
261590,Eletrocardiografo,1,1,1,1
261590,Endoscopio das Vias Respiratorias,1,1,1,1
261590,Endoscopio Digestivo,1,1,1,1
261600,EMISSOES OTOACUSTICAS EVOCADAS TRANSIENTES,1,1,1,1
261600,Raio X ate 100 mA,1,1,1,1
261600,Raio X Dentario,1,1,1,1
261600,Ultrassom Doppler Colorido,1,1,1,1
261600,Equipo Odontologico,12,12,12,12
261600,Bomba de Infusao,1,1,1,1
261600,Berço Aquecido,1,1,1,1
261600,Bilirrubinometro,1,1,1,1
261600,Desfibrilador,1,1,1,1
261600,Equipamento de Fototerapia,1,1,1,1
261600,Incubadora,2,2,2,2
261600,Monitor de Pressao Nao-Invasivo,14,14,12,12
261600,Reanimador Pulmonar/AMBU,2,2,2,2
261600,Eletrocardiografo,3,3,1,1
261600,Aparelho de Diatermia por Ultrassom/Ondas Curtas,2,2,2,2
261600,Aparelho de Eletroestimulacao,4,4,3,3
261600,Forno de Bier,1,1,1,1
261610,Equipo Odontologico,4,4,4,4
261610,Monitor de Pressao Nao-Invasivo,9,9,9,9
261618,Ultrassom Convencional,1,1,1,1
261618,Equipo Odontologico,6,6,6,6
261618,Eletrocardiografo,1,1,1,1
261620,Raio X mais de 500mA,1,1,1,1
261620,Raio X Dentario,1,1,1,1
261620,Ultrassom Convencional,2,2,2,2
261620,Equipo Odontologico,11,11,8,8
261620,Berço Aquecido,1,1,1,1
261620,Desfibrilador,1,1,1,1
261620,Equipamento de Fototerapia,1,1,1,1
261620,Incubadora,2,2,2,2
261620,Monitor de ECG,1,1,1,1
261620,Monitor de Pressao Nao-Invasivo,1,1,1,1
261620,Reanimador Pulmonar/AMBU,2,2,2,2
261620,Respirador/Ventilador,1,1,1,1
261620,Eletrocardiografo,2,2,2,2
261620,Eletroencefalografo,1,1,1,1
261620,Aparelho de Diatermia por Ultrassom/Ondas Curtas,3,3,3,3
261620,Aparelho de Eletroestimulacao,4,4,4,4
261620,Forno de Bier,1,1,1,1
261630,Raio X ate 100 mA,1,1,1,1
261630,Ultrassom Convencional,1,1,1,1
261630,Equipo Odontologico,9,9,9,9
261630,Berço Aquecido,1,1,1,1
261630,Desfibrilador,2,2,2,2
261630,Monitor de ECG,1,1,1,1
261630,Reanimador Pulmonar/AMBU,2,2,2,2
261630,Eletrocardiografo,2,2,2,2
261630,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
261630,Aparelho de Eletroestimulacao,1,1,1,1
261640,Mamografo com Estereotaxia,1,1,1,1
261640,Raio X ate 100 mA,3,3,2,2
261640,Raio X de 100 a 500 mA,6,6,6,6
261640,Raio X mais de 500mA,1,1,1,1
261640,Raio X Dentario,12,12,6,6
261640,Raio X para Densitometria Ossea,2,2,1,1
261640,Tomógrafo Computadorizado,2,2,1,1
261640,Ressonancia Magnetica,1,1,1,1
261640,Ultrassom Doppler Colorido,7,6,2,2
261640,Ultrassom Ecografo,7,7,3,3
261640,Ultrassom Convencional,6,5,4,4
261640,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,1,1,1,1
261640,MAMOGRAFO COMPUTADORIZADO,2,2,2,2
261640,Controle Ambiental/Ar-condicionado Central,2,2,2,2
261640,Grupo Gerador,3,3,3,3
261640,Equipo Odontologico,45,45,37,37
261640,Compressor Odontologico,17,17,12,12
261640,Fotopolimerizador,16,16,12,12
261640,Caneta de Alta Rotacao,17,17,12,12
261640,Caneta de Baixa Rotacao,17,17,12,12
261640,Amalgamador,17,17,12,12
261640,Aparelho de Profilaxia c/ Jato de Bicarbonato,15,15,11,11
261640,Bomba de Infusao,45,45,45,45
261640,Berço Aquecido,12,12,12,12
261640,Desfibrilador,12,12,11,11
261640,Equipamento de Fototerapia,19,19,19,19
261640,Incubadora,19,19,19,19
261640,Monitor de ECG,28,28,28,28
261640,Monitor de Pressao Nao-Invasivo,25,20,20,16
261640,Reanimador Pulmonar/AMBU,38,37,38,37
261640,Respirador/Ventilador,18,18,18,18
261640,Eletrocardiografo,23,23,17,17
261640,Endoscopio das Vias Respiratorias,1,1,1,1
261640,Endoscopio Digestivo,8,8,3,3
261640,Laparoscopio/Vídeo,1,1,1,1
261640,Microscopio Cirurgico,1,1,1,1
261640,Aparelho de Diatermia por Ultrassom/Ondas Curtas,18,18,14,14
261640,Aparelho de Eletroestimulacao,12,11,12,11
261640,Equipamento para Hemodialise,58,53,58,53
261640,Forno de Bier,9,8,9,8
261650,Ultrassom Convencional,1,1,1,1
261650,Equipo Odontologico,8,8,8,8
261650,Forno de Bier,1,1,1,1
270010,Raio X de 100 a 500 mA,1,1,1,1
270010,Equipo Odontologico,3,3,3,3
270010,Compressor Odontologico,4,4,4,4
270010,Fotopolimerizador,4,4,4,4
270010,Caneta de Alta Rotacao,4,4,4,4
270010,Caneta de Baixa Rotacao,1,1,1,1
270010,Amalgamador,4,4,4,4
270010,Eletrocardiografo,2,2,2,2
270020,Raio X ate 100 mA,1,1,1,1
270020,Raio X Dentario,1,1,1,1
270020,Ultrassom Convencional,1,1,1,1
270020,Equipo Odontologico,5,5,5,5
270020,Compressor Odontologico,5,5,5,5
270020,Fotopolimerizador,5,5,5,5
270020,Caneta de Alta Rotacao,5,5,5,5
270020,Caneta de Baixa Rotacao,5,5,5,5
270020,Amalgamador,5,5,5,5
270020,Eletrocardiografo,1,1,1,1
270020,Endoscopio Digestivo,1,1,1,1
270040,Raio X Dentario,2,2,1,1
270040,Ultrassom Convencional,1,1,1,1
270040,Equipo Odontologico,19,19,18,18
270040,Compressor Odontologico,18,18,17,17
270040,Fotopolimerizador,14,14,13,13
270040,Caneta de Alta Rotacao,18,18,17,17
270040,Caneta de Baixa Rotacao,15,15,14,14
270040,Amalgamador,16,16,15,15
270040,Eletrocardiografo,1,1,1,1
270030,Gama Camara,1,1,1,1
270030,Mamografo com Comando Simples,9,9,7,7
270030,Raio X ate 100 mA,8,8,7,7
270030,Raio X de 100 a 500 mA,13,11,10,8
270030,Raio X mais de 500mA,3,3,3,3
270030,Raio X Dentario,22,18,5,5
270030,Raio X com Fluoroscopia,1,1,1,1
270030,Tomógrafo Computadorizado,8,8,7,7
270030,Ressonancia Magnetica,3,3,3,3
270030,Ultrassom Doppler Colorido,17,17,7,7
270030,Ultrassom Ecografo,9,9,7,7
270030,Ultrassom Convencional,10,10,2,2
270030,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,9,9,8,8
270030,MAMOGRAFO COMPUTADORIZADO,1,1,1,1
270030,Controle Ambiental/Ar-condicionado Central,122,121,62,62
270030,Grupo Gerador,6,6,5,5
270030,Usina de Oxigenio,6,6,5,5
270030,Equipo Odontologico,92,88,54,54
270030,Compressor Odontologico,35,35,10,10
270030,Fotopolimerizador,76,75,45,45
270030,Caneta de Alta Rotacao,85,83,48,48
270030,Caneta de Baixa Rotacao,78,78,48,48
270030,Amalgamador,60,60,42,42
270030,Aparelho de Profilaxia c/ Jato de Bicarbonato,18,17,4,4
270030,Bomba de Infusao,85,85,85,85
270030,Berço Aquecido,21,21,20,20
270030,Desfibrilador,21,21,20,20
270030,Equipamento de Fototerapia,23,23,21,21
270030,Incubadora,29,16,28,15
270030,Marcapasso Temporario,2,2,2,2
270030,Monitor de ECG,73,68,68,63
270030,Monitor de Pressao Invasivo,31,31,31,31
270030,Monitor de Pressao Nao-Invasivo,7,7,6,6
